Date,Customer Acquisition Type,State,Product,Price,Units,Revenue,Delivery Performance,Return,Customer Satisfaction,,,,,,,,,,,
23-07-2017,Ad,Georgia,Product 5,399,2,798,on-time,no,(3) ok,,,,,,,,,,,
23-07-2017,Ad,Mississippi,Product 5,399,9,3591,on-time,no,(3) ok,,,,,,,,,,,
26-07-2017,Ad,North Carolina,Product 5,399,9,3591,delayed,no,(3) ok,,,,,,,,,,,
29-07-2017,Ad,North Carolina,Product 5,399,4,1596,delayed,no,(1) very low,,,,,,,,,,,
31-07-2017,Ad,Mississippi,Product 5,399,1,399,on-time,yes,(2) low,,,,,,,,,,,
03-08-2017,Ad,Georgia,Product 5,399,5,1995,on-time,no,(3) ok,,,,,,,,,,,
04-08-2017,Ad,Alabama,Product 5,399,9,3591,on-time,no,(3) ok,,,,,,,,,,,
06-08-2017,Ad,South Carolina,Product 5,399,9,3591,delayed,no,(3) ok,,,,,,,,,,,
07-08-2017,Ad,South Carolina,Product 5,399,5,1995,on-time,no,(4) high,,,,,,,,,,,
07-08-2017,Ad,Alabama,Product 5,399,10,3990,on-time,no,(3) ok,,,,,,,,,,,
12-08-2017,Ad,Mississippi,Product 5,399,6,2394,on-time,no,(3) ok,,,,,,,,,,,
13-08-2017,Ad,Florida,Product 5,399,8,3192,on-time,yes,(5) very high,,,,,,,,,,,
16-08-2017,Ad,Alabama,Product 5,399,8,3192,on-time,no,(3) ok,,,,,,,,,,,
16-08-2017,Ad,Mississippi,Product 5,399,10,3990,on-time,no,(5) very high,,,,,,,,,,,
16-08-2017,Ad,Florida,Product 5,399,9,3591,on-time,yes,(4) high,,,,,,,,,,,
20-08-2017,Ad,South Carolina,Product 5,399,10,3990,on-time,no,(3) ok,,,,,,,,,,,
21-08-2017,Ad,Georgia,Product 5,399,6,2394,on-time,no,(2) low,,,,,,,,,,,
22-08-2017,Ad,North Carolina,Product 5,399,4,1596,on-time,no,(4) high,,,,,,,,,,,
22-08-2017,Ad,South Carolina,Product 5,399,10,3990,on-time,no,(4) high,,,,,,,,,,,
25-08-2017,Ad,Georgia,Product 5,399,3,1197,on-time,no,(4) high,,,,,,,,,,,
26-08-2017,Ad,North Carolina,Product 5,399,9,3591,delayed,yes,(3) ok,,,,,,,,,,,
31-08-2017,Ad,Alabama,Product 5,399,7,2793,on-time,no,(3) ok,,,,,,,,,,,
05-09-2017,Ad,Florida,Product 5,399,7,2793,delayed,yes,(3) ok,,,,,,,,,,,
08-09-2017,Ad,Alabama,Product 5,399,9,3591,delayed,no,(2) low,,,,,,,,,,,
14-09-2017,Ad,Georgia,Product 5,399,5,1995,delayed,yes,(4) high,,,,,,,,,,,
18-09-2017,Ad,Mississippi,Product 5,399,2,798,on-time,no,(2) low,,,,,,,,,,,
18-09-2017,Ad,North Carolina,Product 5,399,5,1995,on-time,no,(3) ok,,,,,,,,,,,
19-09-2017,Ad,Georgia,Product 5,399,2,798,on-time,yes,(3) ok,,,,,,,,,,,
22-09-2017,Ad,North Carolina,Product 5,399,9,3591,on-time,no,(4) high,,,,,,,,,,,
22-09-2017,Ad,Mississippi,Product 5,399,1,399,on-time,yes,(4) high,,,,,,,,,,,
28-09-2017,Ad,South Carolina,Product 5,399,9,3591,on-time,no,(5) very high,,,,,,,,,,,
01-10-2017,Ad,South Carolina,Product 5,399,4,1596,delayed,no,(3) ok,,,,,,,,,,,
01-10-2017,Ad,Florida,Product 5,399,8,3192,delayed,no,(3) ok,,,,,,,,,,,
01-10-2017,Ad,North Carolina,Product 5,399,9,3591,delayed,no,(3) ok,,,,,,,,,,,
01-10-2017,Ad,Alabama,Product 5,399,1,399,delayed,no,(3) ok,,,,,,,,,,,
10-10-2017,Ad,Mississippi,Product 5,399,10,3990,delayed,no,(3) ok,,,,,,,,,,,
10-10-2017,Ad,Tennessee,Product 5,399,10,3990,on-time,no,(5) very high,,,,,,,,,,,
12-10-2017,Ad,Mississippi,Product 5,399,5,1995,on-time,no,(3) ok,,,,,,,,,,,
14-10-2017,Ad,Mississippi,Product 5,399,8,3192,on-time,no,(5) very high,,,,,,,,,,,
14-10-2017,Ad,North Carolina,Product 5,399,10,3990,delayed,no,(3) ok,,,,,,,,,,,
21-10-2017,Ad,Alabama,Product 5,399,3,1197,on-time,no,(2) low,,,,,,,,,,,
23-10-2017,Ad,South Carolina,Product 5,399,4,1596,on-time,no,(3) ok,,,,,,,,,,,
23-10-2017,Ad,South Carolina,Product 5,399,10,3990,on-time,no,(4) high,,,,,,,,,,,
27-10-2017,Ad,Florida,Product 5,399,1,399,on-time,no,(3) ok,,,,,,,,,,,
03-11-2017,Ad,South Carolina,Product 5,399,5,1995,on-time,no,(3) ok,,,,,,,,,,,
07-11-2017,Ad,Florida,Product 5,399,1,399,delayed,yes,(2) low,,,,,,,,,,,
08-11-2017,Ad,Tennessee,Product 5,399,8,3192,on-time,yes,(4) high,,,,,,,,,,,
10-11-2017,Ad,Georgia,Product 5,399,5,1995,on-time,yes,(4) high,,,,,,,,,,,
10-11-2017,Ad,Mississippi,Product 5,399,8,3192,delayed,no,(3) ok,,,,,,,,,,,
10-11-2017,Ad,Mississippi,Product 5,399,4,1596,on-time,no,(4) high,,,,,,,,,,,
10-11-2017,Ad,South Carolina,Product 5,399,7,2793,delayed,no,(2) low,,,,,,,,,,,
10-11-2017,Ad,North Carolina,Product 5,399,6,2394,delayed,no,(2) low,,,,,,,,,,,
15-11-2017,Ad,Alabama,Product 5,399,7,2793,on-time,no,(3) ok,,,,,,,,,,,
16-11-2017,Ad,Florida,Product 5,399,3,1197,delayed,no,(1) very low,,,,,,,,,,,
16-11-2017,Ad,Alabama,Product 5,399,1,399,on-time,no,(3) ok,,,,,,,,,,,
17-11-2017,Ad,Mississippi,Product 5,399,10,3990,on-time,no,(4) high,,,,,,,,,,,
18-11-2017,Ad,Mississippi,Product 5,399,4,1596,on-time,no,(2) low,,,,,,,,,,,
18-11-2017,Ad,Florida,Product 5,399,8,3192,on-time,no,(3) ok,,,,,,,,,,,
19-11-2017,Ad,Georgia,Product 5,399,3,1197,on-time,no,(3) ok,,,,,,,,,,,
19-11-2017,Ad,Florida,Product 5,399,3,1197,on-time,no,(3) ok,,,,,,,,,,,
23-11-2017,Ad,South Carolina,Product 5,399,8,3192,on-time,no,(3) ok,,,,,,,,,,,
25-11-2017,Ad,Georgia,Product 5,399,2,798,on-time,no,(3) ok,,,,,,,,,,,
25-11-2017,Ad,Alabama,Product 5,399,5,1995,on-time,no,(3) ok,,,,,,,,,,,
25-11-2017,Ad,South Carolina,Product 5,399,6,2394,on-time,no,(3) ok,,,,,,,,,,,
28-11-2017,Ad,Alabama,Product 5,399,3,1197,delayed,yes,(3) ok,,,,,,,,,,,
30-11-2017,Ad,South Carolina,Product 5,399,5,1995,on-time,no,(5) very high,,,,,,,,,,,
03-12-2017,Ad,Tennessee,Product 5,399,5,1995,on-time,no,(4) high,,,,,,,,,,,
03-12-2017,Ad,Georgia,Product 5,399,2,798,delayed,no,(2) low,,,,,,,,,,,
07-12-2017,Ad,Georgia,Product 5,399,6,2394,delayed,no,(3) ok,,,,,,,,,,,
07-12-2017,Ad,Georgia,Product 5,399,4,1596,delayed,no,(3) ok,,,,,,,,,,,
24-12-2017,Ad,Alabama,Product 5,399,2,798,delayed,no,(4) high,,,,,,,,,,,
24-12-2017,Ad,North Carolina,Product 5,399,9,3591,delayed,no,(4) high,,,,,,,,,,,
26-12-2017,Ad,Tennessee,Product 5,399,6,2394,delayed,no,(3) ok,,,,,,,,,,,
27-12-2017,Ad,North Carolina,Product 5,399,8,3192,on-time,no,(2) low,,,,,,,,,,,
29-12-2017,Ad,Mississippi,Product 5,399,7,2793,on-time,no,(3) ok,,,,,,,,,,,
02-01-2018,Ad,Alabama,Product 5,399,3,1197,delayed,no,(1) very low,,,,,,,,,,,
13-01-2018,Ad,Alabama,Product 5,399,8,3192,on-time,no,(3) ok,,,,,,,,,,,
14-01-2018,Ad,Alabama,Product 5,399,9,3591,on-time,no,(5) very high,,,,,,,,,,,
18-01-2018,Ad,North Carolina,Product 5,399,1,399,delayed,no,(3) ok,,,,,,,,,,,
25-01-2018,Ad,Florida,Product 5,399,10,3990,on-time,no,(4) high,,,,,,,,,,,
26-01-2018,Ad,Mississippi,Product 5,399,10,3990,on-time,no,(1) very low,,,,,,,,,,,
29-01-2018,Ad,South Carolina,Product 5,399,2,798,delayed,no,(4) high,,,,,,,,,,,
29-01-2018,Ad,Georgia,Product 5,399,5,1995,delayed,no,(3) ok,,,,,,,,,,,
06-02-2018,Ad,Mississippi,Product 5,399,7,2793,delayed,no,(2) low,,,,,,,,,,,
06-02-2018,Ad,Florida,Product 5,399,7,2793,delayed,yes,(4) high,,,,,,,,,,,
09-02-2018,Ad,North Carolina,Product 5,399,10,3990,delayed,no,(4) high,,,,,,,,,,,
13-02-2018,Ad,Georgia,Product 5,399,4,1596,on-time,no,(2) low,,,,,,,,,,,
14-02-2018,Ad,South Carolina,Product 5,399,5,1995,on-time,no,(2) low,,,,,,,,,,,
16-02-2018,Ad,South Carolina,Product 5,399,8,3192,delayed,yes,(3) ok,,,,,,,,,,,
18-02-2018,Ad,Florida,Product 5,399,2,798,delayed,no,(4) high,,,,,,,,,,,
18-02-2018,Ad,North Carolina,Product 5,399,7,2793,on-time,no,(5) very high,,,,,,,,,,,
23-02-2018,Ad,Tennessee,Product 5,399,2,798,delayed,no,(3) ok,,,,,,,,,,,
23-02-2018,Ad,Florida,Product 5,399,7,2793,delayed,no,(4) high,,,,,,,,,,,
23-02-2018,Ad,Alabama,Product 5,399,6,2394,on-time,no,(3) ok,,,,,,,,,,,
24-02-2018,Ad,Georgia,Product 5,399,2,798,delayed,no,(2) low,,,,,,,,,,,
02-03-2018,Ad,Mississippi,Product 5,399,6,2394,on-time,no,(2) low,,,,,,,,,,,
02-03-2018,Ad,Florida,Product 5,399,2,798,delayed,no,(2) low,,,,,,,,,,,
06-03-2018,Ad,Florida,Product 5,399,1,399,on-time,no,(4) high,,,,,,,,,,,
11-03-2018,Ad,Georgia,Product 5,399,10,3990,delayed,no,(3) ok,,,,,,,,,,,
14-03-2018,Ad,Georgia,Product 5,399,3,1197,delayed,no,(1) very low,,,,,,,,,,,
14-03-2018,Ad,Alabama,Product 5,399,2,798,delayed,no,(3) ok,,,,,,,,,,,
16-03-2018,Ad,South Carolina,Product 5,399,7,2793,on-time,no,(2) low,,,,,,,,,,,
22-03-2018,Ad,Alabama,Product 5,399,10,3990,delayed,no,(4) high,,,,,,,,,,,
22-03-2018,Ad,Georgia,Product 5,399,10,3990,on-time,no,(1) very low,,,,,,,,,,,
23-03-2018,Ad,Alabama,Product 5,399,5,1995,on-time,no,(2) low,,,,,,,,,,,
01-04-2018,Ad,Georgia,Product 5,399,3,1197,delayed,no,(3) ok,,,,,,,,,,,
01-04-2018,Ad,Florida,Product 5,399,2,798,on-time,no,(2) low,,,,,,,,,,,
04-04-2018,Ad,Alabama,Product 5,399,8,3192,on-time,no,(3) ok,,,,,,,,,,,
05-04-2018,Ad,Georgia,Product 5,399,1,399,delayed,no,(4) high,,,,,,,,,,,
07-04-2018,Ad,Alabama,Product 5,399,9,3591,on-time,no,(3) ok,,,,,,,,,,,
12-04-2018,Ad,Georgia,Product 5,399,5,1995,on-time,no,(1) very low,,,,,,,,,,,
12-04-2018,Ad,South Carolina,Product 5,399,1,399,delayed,no,(1) very low,,,,,,,,,,,
16-04-2018,Ad,Mississippi,Product 5,399,3,1197,delayed,no,(2) low,,,,,,,,,,,
18-04-2018,Ad,Mississippi,Product 5,399,4,1596,delayed,no,(3) ok,,,,,,,,,,,
19-04-2018,Ad,Georgia,Product 5,399,5,1995,on-time,no,(1) very low,,,,,,,,,,,
22-04-2018,Ad,Mississippi,Product 5,399,3,1197,on-time,no,(3) ok,,,,,,,,,,,
22-04-2018,Ad,Tennessee,Product 5,399,2,798,on-time,no,(4) high,,,,,,,,,,,
23-04-2018,Ad,Mississippi,Product 5,399,6,2394,delayed,yes,(2) low,,,,,,,,,,,
24-04-2018,Ad,Alabama,Product 5,399,2,798,on-time,no,(3) ok,,,,,,,,,,,
28-04-2018,Ad,Alabama,Product 5,399,1,399,delayed,no,(3) ok,,,,,,,,,,,
28-04-2018,Ad,Alabama,Product 5,399,1,399,on-time,no,(4) high,,,,,,,,,,,
28-04-2018,Ad,Georgia,Product 5,399,3,1197,on-time,yes,(4) high,,,,,,,,,,,
28-04-2018,Ad,South Carolina,Product 5,399,8,3192,on-time,no,(3) ok,,,,,,,,,,,
28-04-2018,Ad,Florida,Product 5,399,9,3591,on-time,no,(3) ok,,,,,,,,,,,
28-04-2018,Ad,North Carolina,Product 5,399,1,399,on-time,no,(2) low,,,,,,,,,,,
28-04-2018,Ad,Alabama,Product 5,399,9,3591,delayed,yes,(1) very low,,,,,,,,,,,
05-05-2018,Ad,Alabama,Product 5,399,10,3990,on-time,no,(4) high,,,,,,,,,,,
09-05-2018,Ad,Florida,Product 5,399,1,399,delayed,no,(2) low,,,,,,,,,,,
09-05-2018,Ad,North Carolina,Product 5,399,1,399,delayed,no,(5) very high,,,,,,,,,,,
09-05-2018,Ad,Tennessee,Product 5,399,9,3591,delayed,no,(4) high,,,,,,,,,,,
11-05-2018,Ad,Georgia,Product 5,399,9,3591,on-time,no,(3) ok,,,,,,,,,,,
13-05-2018,Ad,South Carolina,Product 5,399,8,3192,on-time,no,(3) ok,,,,,,,,,,,
16-05-2018,Ad,Tennessee,Product 5,399,1,399,on-time,no,(4) high,,,,,,,,,,,
18-05-2018,Ad,South Carolina,Product 5,399,5,1995,on-time,yes,(2) low,,,,,,,,,,,
19-05-2018,Ad,Alabama,Product 5,399,4,1596,on-time,no,(3) ok,,,,,,,,,,,
22-05-2018,Ad,North Carolina,Product 5,399,5,1995,on-time,no,(2) low,,,,,,,,,,,
24-05-2018,Ad,Florida,Product 5,399,7,2793,on-time,no,(3) ok,,,,,,,,,,,
26-05-2018,Ad,Mississippi,Product 5,399,2,798,delayed,no,(3) ok,,,,,,,,,,,
27-05-2018,Ad,Tennessee,Product 5,399,4,1596,on-time,yes,(4) high,,,,,,,,,,,
30-05-2018,Ad,Tennessee,Product 5,399,3,1197,on-time,no,(2) low,,,,,,,,,,,
02-06-2018,Ad,Georgia,Product 5,399,4,1596,on-time,no,(1) very low,,,,,,,,,,,
06-06-2018,Ad,South Carolina,Product 5,399,2,798,delayed,no,(3) ok,,,,,,,,,,,
13-06-2018,Ad,North Carolina,Product 5,399,4,1596,delayed,no,(5) very high,,,,,,,,,,,
23-06-2018,Ad,North Carolina,Product 5,399,8,3192,on-time,no,(3) ok,,,,,,,,,,,
26-06-2018,Ad,Florida,Product 5,399,8,3192,on-time,no,(3) ok,,,,,,,,,,,
04-07-2018,Ad,Mississippi,Product 5,399,3,1197,delayed,no,(3) ok,,,,,,,,,,,
09-07-2018,Ad,Florida,Product 5,399,6,2394,on-time,no,(2) low,,,,,,,,,,,
12-07-2018,Ad,South Carolina,Product 5,399,6,2394,on-time,no,(2) low,,,,,,,,,,,
12-07-2018,Ad,Florida,Product 5,399,2,798,on-time,no,(3) ok,,,,,,,,,,,
15-07-2018,Ad,Florida,Product 5,399,5,1995,on-time,no,(4) high,,,,,,,,,,,
16-07-2018,Ad,North Carolina,Product 5,399,5,1995,on-time,no,(4) high,,,,,,,,,,,
18-07-2018,Ad,Florida,Product 5,399,8,3192,on-time,no,(2) low,,,,,,,,,,,
24-07-2018,Ad,North Carolina,Product 5,399,5,1995,on-time,no,(2) low,,,,,,,,,,,
28-07-2018,Ad,Georgia,Product 5,399,4,1596,on-time,no,(3) ok,,,,,,,,,,,
28-07-2018,Ad,Georgia,Product 5,399,3,1197,on-time,no,(3) ok,,,,,,,,,,,
30-07-2018,Ad,Florida,Product 5,399,1,399,on-time,no,(3) ok,,,,,,,,,,,
30-07-2018,Ad,Alabama,Product 5,399,10,3990,on-time,no,(5) very high,,,,,,,,,,,
01-08-2018,Ad,South Carolina,Product 5,399,2,798,delayed,no,(4) high,,,,,,,,,,,
03-08-2018,Ad,Georgia,Product 5,399,8,3192,on-time,no,(3) ok,,,,,,,,,,,
10-08-2018,Ad,Mississippi,Product 5,399,8,3192,on-time,no,(3) ok,,,,,,,,,,,
11-08-2018,Ad,Georgia,Product 5,399,10,3990,on-time,no,(3) ok,,,,,,,,,,,
16-08-2018,Ad,South Carolina,Product 5,399,6,2394,delayed,no,(3) ok,,,,,,,,,,,
19-08-2018,Ad,Alabama,Product 5,399,8,3192,on-time,no,(4) high,,,,,,,,,,,
19-08-2018,Ad,Georgia,Product 5,399,10,3990,delayed,no,(4) high,,,,,,,,,,,
19-08-2018,Ad,Tennessee,Product 5,399,4,1596,delayed,no,(3) ok,,,,,,,,,,,
20-08-2018,Ad,Mississippi,Product 5,399,5,1995,delayed,no,(4) high,,,,,,,,,,,
24-08-2018,Ad,Alabama,Product 5,399,4,1596,delayed,no,(3) ok,,,,,,,,,,,
24-08-2018,Ad,South Carolina,Product 5,399,9,3591,on-time,no,(1) very low,,,,,,,,,,,
26-08-2018,Ad,Florida,Product 5,399,3,1197,on-time,no,(3) ok,,,,,,,,,,,
02-09-2018,Ad,Mississippi,Product 5,399,10,3990,delayed,no,(2) low,,,,,,,,,,,
02-09-2018,Ad,Mississippi,Product 5,399,6,2394,on-time,no,(3) ok,,,,,,,,,,,
03-09-2018,Ad,North Carolina,Product 5,399,1,399,delayed,no,(3) ok,,,,,,,,,,,
03-09-2018,Ad,North Carolina,Product 5,399,8,3192,on-time,no,(3) ok,,,,,,,,,,,
06-09-2018,Ad,Tennessee,Product 5,399,10,3990,on-time,no,(3) ok,,,,,,,,,,,
07-09-2018,Ad,Tennessee,Product 5,399,4,1596,on-time,no,(5) very high,,,,,,,,,,,
08-09-2018,Ad,North Carolina,Product 5,399,5,1995,on-time,no,(2) low,,,,,,,,,,,
10-09-2018,Ad,Mississippi,Product 5,399,9,3591,delayed,no,(2) low,,,,,,,,,,,
14-09-2018,Ad,Tennessee,Product 5,399,10,3990,delayed,no,(3) ok,,,,,,,,,,,
19-09-2018,Ad,Tennessee,Product 5,399,8,3192,on-time,no,(4) high,,,,,,,,,,,
21-09-2018,Ad,Tennessee,Product 5,399,7,2793,on-time,no,(4) high,,,,,,,,,,,
25-09-2018,Ad,Mississippi,Product 5,399,4,1596,on-time,no,(3) ok,,,,,,,,,,,
25-09-2018,Ad,North Carolina,Product 5,399,7,2793,on-time,no,(3) ok,,,,,,,,,,,
26-09-2018,Ad,Mississippi,Product 5,399,9,3591,on-time,no,(2) low,,,,,,,,,,,
26-09-2018,Ad,Tennessee,Product 5,399,7,2793,on-time,no,(5) very high,,,,,,,,,,,
28-09-2018,Ad,Georgia,Product 5,399,9,3591,on-time,no,(4) high,,,,,,,,,,,
04-10-2018,Ad,Florida,Product 5,399,5,1995,delayed,no,(5) very high,,,,,,,,,,,
06-10-2018,Ad,North Carolina,Product 5,399,1,399,delayed,no,(3) ok,,,,,,,,,,,
06-10-2018,Ad,Alabama,Product 5,399,1,399,on-time,yes,(2) low,,,,,,,,,,,
11-10-2018,Ad,Georgia,Product 5,399,1,399,delayed,no,(2) low,,,,,,,,,,,
12-10-2018,Ad,Mississippi,Product 5,399,6,2394,on-time,no,(2) low,,,,,,,,,,,
19-10-2018,Ad,Florida,Product 5,399,1,399,on-time,no,(2) low,,,,,,,,,,,
24-10-2018,Ad,Florida,Product 5,399,6,2394,on-time,no,(4) high,,,,,,,,,,,
25-10-2018,Ad,South Carolina,Product 5,399,1,399,delayed,no,(4) high,,,,,,,,,,,
10-11-2018,Ad,North Carolina,Product 5,399,5,1995,on-time,no,(4) high,,,,,,,,,,,
10-11-2018,Ad,Alabama,Product 5,399,1,399,delayed,yes,(5) very high,,,,,,,,,,,
11-11-2018,Ad,Alabama,Product 5,399,7,2793,delayed,no,(5) very high,,,,,,,,,,,
12-11-2018,Ad,Alabama,Product 5,399,10,3990,on-time,no,(3) ok,,,,,,,,,,,
13-11-2018,Ad,Florida,Product 5,399,10,3990,delayed,no,(3) ok,,,,,,,,,,,
13-11-2018,Ad,North Carolina,Product 5,399,2,798,on-time,no,(1) very low,,,,,,,,,,,
18-11-2018,Ad,Alabama,Product 5,399,5,1995,on-time,no,(3) ok,,,,,,,,,,,
21-11-2018,Ad,North Carolina,Product 5,399,4,1596,delayed,no,(2) low,,,,,,,,,,,
24-11-2018,Ad,North Carolina,Product 5,399,9,3591,on-time,no,(3) ok,,,,,,,,,,,
24-11-2018,Ad,Tennessee,Product 5,399,5,1995,on-time,no,(3) ok,,,,,,,,,,,
24-11-2018,Ad,Florida,Product 5,399,5,1995,on-time,yes,(3) ok,,,,,,,,,,,
24-11-2018,Ad,Alabama,Product 5,399,10,3990,delayed,no,(2) low,,,,,,,,,,,
02-12-2018,Ad,South Carolina,Product 5,399,10,3990,on-time,no,(3) ok,,,,,,,,,,,
02-12-2018,Ad,Alabama,Product 5,399,4,1596,delayed,no,(3) ok,,,,,,,,,,,
02-12-2018,Ad,Georgia,Product 5,399,6,2394,delayed,no,(2) low,,,,,,,,,,,
07-12-2018,Ad,Florida,Product 5,399,7,2793,delayed,no,(3) ok,,,,,,,,,,,
21-12-2018,Ad,Florida,Product 5,399,4,1596,on-time,no,(5) very high,,,,,,,,,,,
27-12-2018,Ad,South Carolina,Product 5,399,1,399,delayed,no,(3) ok,,,,,,,,,,,
30-12-2018,Ad,Tennessee,Product 5,399,4,1596,delayed,no,(4) high,,,,,,,,,,,
30-12-2018,Ad,Georgia,Product 5,399,10,3990,on-time,no,(3) ok,,,,,,,,,,,
30-12-2018,Ad,Florida,Product 5,399,4,1596,on-time,no,(2) low,,,,,,,,,,,
30-12-2018,Ad,Alabama,Product 5,399,6,2394,delayed,no,(2) low,,,,,,,,,,,
30-12-2018,Ad,Tennessee,Product 5,399,5,1995,on-time,no,(3) ok,,,,,,,,,,,
01-01-2019,Ad,Tennessee,Product 5,399,6,2394,delayed,no,(4) high,,,,,,,,,,,
03-01-2019,Ad,Mississippi,Product 5,399,2,798,on-time,no,(4) high,,,,,,,,,,,
05-01-2019,Ad,Mississippi,Product 5,399,3,1197,on-time,no,(3) ok,,,,,,,,,,,
09-01-2019,Ad,North Carolina,Product 5,399,9,3591,delayed,no,(1) very low,,,,,,,,,,,
11-01-2019,Ad,Florida,Product 5,399,3,1197,on-time,no,(1) very low,,,,,,,,,,,
13-01-2019,Ad,North Carolina,Product 5,399,9,3591,on-time,no,(5) very high,,,,,,,,,,,
13-01-2019,Ad,Alabama,Product 5,399,4,1596,on-time,no,(3) ok,,,,,,,,,,,
15-01-2019,Ad,Florida,Product 5,399,6,2394,on-time,no,(3) ok,,,,,,,,,,,
17-01-2019,Ad,Alabama,Product 5,399,9,3591,on-time,no,(3) ok,,,,,,,,,,,
17-01-2019,Ad,Mississippi,Product 5,399,5,1995,delayed,no,(3) ok,,,,,,,,,,,
18-01-2019,Ad,Florida,Product 5,399,7,2793,on-time,no,(1) very low,,,,,,,,,,,
19-01-2019,Ad,Mississippi,Product 5,399,6,2394,delayed,no,(1) very low,,,,,,,,,,,
19-01-2019,Ad,Tennessee,Product 5,399,10,3990,delayed,no,(2) low,,,,,,,,,,,
19-01-2019,Ad,North Carolina,Product 5,399,6,2394,on-time,no,(3) ok,,,,,,,,,,,
31-01-2019,Ad,Georgia,Product 5,399,6,2394,delayed,no,(2) low,,,,,,,,,,,
02-02-2019,Ad,Mississippi,Product 5,399,10,3990,on-time,no,(3) ok,,,,,,,,,,,
14-02-2019,Ad,Mississippi,Product 5,399,5,1995,on-time,yes,(5) very high,,,,,,,,,,,
15-02-2019,Ad,Georgia,Product 5,399,6,2394,delayed,no,(4) high,,,,,,,,,,,
15-02-2019,Ad,Alabama,Product 5,399,2,798,delayed,no,(3) ok,,,,,,,,,,,
19-02-2019,Ad,South Carolina,Product 5,399,5,1995,on-time,no,(5) very high,,,,,,,,,,,
19-02-2019,Ad,Florida,Product 5,399,3,1197,on-time,no,(5) very high,,,,,,,,,,,
21-02-2019,Ad,Mississippi,Product 5,399,5,1995,delayed,no,(3) ok,,,,,,,,,,,
22-02-2019,Ad,Florida,Product 5,399,6,2394,on-time,no,(4) high,,,,,,,,,,,
24-02-2019,Ad,North Carolina,Product 5,399,6,2394,on-time,no,(3) ok,,,,,,,,,,,
26-02-2019,Ad,Mississippi,Product 5,399,9,3591,on-time,no,(5) very high,,,,,,,,,,,
27-02-2019,Ad,North Carolina,Product 5,399,2,798,on-time,yes,(3) ok,,,,,,,,,,,
27-02-2019,Ad,Mississippi,Product 5,399,5,1995,on-time,no,(2) low,,,,,,,,,,,
12-03-2019,Ad,Mississippi,Product 5,399,9,3591,delayed,no,(4) high,,,,,,,,,,,
12-03-2019,Ad,Alabama,Product 5,399,8,3192,on-time,no,(3) ok,,,,,,,,,,,
13-03-2019,Ad,Mississippi,Product 5,399,8,3192,delayed,yes,(4) high,,,,,,,,,,,
13-03-2019,Ad,Florida,Product 5,399,7,2793,on-time,no,(3) ok,,,,,,,,,,,
19-03-2019,Ad,Georgia,Product 5,399,3,1197,on-time,no,(3) ok,,,,,,,,,,,
23-03-2019,Ad,South Carolina,Product 5,399,6,2394,on-time,no,(3) ok,,,,,,,,,,,
24-03-2019,Ad,Mississippi,Product 5,399,5,1995,delayed,no,(2) low,,,,,,,,,,,
28-03-2019,Ad,Alabama,Product 5,399,2,798,on-time,no,(3) ok,,,,,,,,,,,
02-04-2019,Ad,Georgia,Product 5,399,7,2793,on-time,no,(3) ok,,,,,,,,,,,
04-04-2019,Ad,Alabama,Product 5,399,7,2793,on-time,no,(2) low,,,,,,,,,,,
04-04-2019,Ad,South Carolina,Product 5,399,4,1596,on-time,no,(5) very high,,,,,,,,,,,
04-04-2019,Ad,South Carolina,Product 5,399,10,3990,on-time,no,(1) very low,,,,,,,,,,,
04-04-2019,Ad,South Carolina,Product 5,399,8,3192,on-time,no,(3) ok,,,,,,,,,,,
07-04-2019,Ad,Georgia,Product 5,399,9,3591,on-time,no,(3) ok,,,,,,,,,,,
10-04-2019,Ad,Alabama,Product 5,399,1,399,on-time,no,(2) low,,,,,,,,,,,
11-04-2019,Ad,South Carolina,Product 5,399,5,1995,on-time,no,(5) very high,,,,,,,,,,,
25-04-2019,Ad,South Carolina,Product 5,399,7,2793,on-time,no,(1) very low,,,,,,,,,,,
27-04-2019,Ad,Mississippi,Product 5,399,2,798,on-time,no,(3) ok,,,,,,,,,,,
29-04-2019,Ad,South Carolina,Product 5,399,1,399,on-time,no,(3) ok,,,,,,,,,,,
07-05-2019,Ad,South Carolina,Product 5,399,8,3192,on-time,no,(2) low,,,,,,,,,,,
08-05-2019,Ad,Tennessee,Product 5,399,10,3990,on-time,no,(1) very low,,,,,,,,,,,
10-05-2019,Ad,Florida,Product 5,399,1,399,delayed,yes,(2) low,,,,,,,,,,,
16-05-2019,Ad,Florida,Product 5,399,8,3192,on-time,no,(3) ok,,,,,,,,,,,
16-05-2019,Ad,Alabama,Product 5,399,8,3192,on-time,no,(3) ok,,,,,,,,,,,
17-05-2019,Ad,Tennessee,Product 5,399,1,399,delayed,no,(4) high,,,,,,,,,,,
18-05-2019,Ad,Florida,Product 5,399,7,2793,on-time,no,(3) ok,,,,,,,,,,,
18-05-2019,Ad,South Carolina,Product 5,399,6,2394,on-time,no,(3) ok,,,,,,,,,,,
31-05-2019,Ad,Florida,Product 5,399,2,798,on-time,yes,(3) ok,,,,,,,,,,,
04-06-2019,Ad,North Carolina,Product 5,399,6,2394,on-time,no,(3) ok,,,,,,,,,,,
04-06-2019,Ad,South Carolina,Product 5,399,1,399,on-time,no,(3) ok,,,,,,,,,,,
